,0,1,2,3,4
0,https://www.nhk.or.jp/politics/articles/feature/96245.html,現職の実績 工藤vsタレント兄 大泉 上司・部下対決 函館市長選挙,politics,2023-03-01 11:56:52 +0900,2023年3月1日 特集記事 現職の実績 工藤vsタレント兄 大泉 上司と部下が対決 函館市長選挙 4月23日に投票が行われる北海道の函館市長選挙は、地元メディアのみならず、週刊誌やネットメディアも取り上げ、地方選挙としては異例の注目を浴びている。 立候補の意向を表明しているのは同じ大学を卒業し、市役所の上司と部下の関係だった2人だ。 (函館局 毛利春香) 【リンク】結果はいかに… “大泉ブランド”の影響力は 異例の注目 函館市役所から2人が立候補へ 立候補を表明しているのはこの2人。 現職の工藤寿樹は、2011年に現職を破って以来市長を務め、4期目を目指す。 新人の大泉潤は、工藤の部下として部長職を歴任し、タレント・大泉洋の兄だ。 突然のことだった。去年7月、市長の工藤は、保健福祉部長の大泉から、函館市の職員を辞める退職願を受け取った。 翌年の市長選挙への立候補を見据えてのことだった。 上司の工藤は 「私がどうこう言うことはありません。本人がそういう希望なら、私は特別何も。頑張りなさいとは言いました」 。 これに対して部下だった大泉は退職願を提出した日 「ゼロからこつこつ歩きながら始める選挙戦になると思います」 。 函館市は北海道南部に位置し、戊辰戦争の舞台となった五稜郭や、和洋折衷の雰囲気を残す町並み、函館山からの夜景でも知られる。イカをはじめとする海産物も豊かな港町で、市内を走る路面電車では日々、観光客の姿を見る。 一方、高齢化は進む。人口約24万3900人のうち65歳以上が35%を超え、北海道内でも高い水準にある。観光地に空き家も目立ち、まちの活性化は大きな課題だ。 その函館市のリーダーを決める市長選挙の投票は4月23日に行われ、この2人が立候補の意向を表明している。 立候補予定の2人は 大泉が市役所を去った2か月後の去年9月、工藤は4期目を目指して立候補を表明した。これを最後の立候補としている。 工藤は北海道乙部町出身の73歳。早稲田大学法学部を卒業し、函館市と合併する前の旧亀田市役所へ入った。函館市役所で部長職や副市長を務め、2011年の選挙で現職を破って当選し、現在3期目だ。 今回の選挙を「普通の選挙ではない」と語る。 (工藤寿樹) 「マスコミがタレントの兄だと過剰に取り上げて話題を呼ぶ。それは大泉陣営にとって有利な取り上げられ方で、話題性だけが先行する。そこには普通の選挙と違って危機感を持っている。マスコミなんて来なくていい、そっと戦わせてくれないのか。本人ではなくて弟たるタレントと戦っているような感じになる。ただ、多くの人は人柄や資質、政策で選ぶと思うので、単純にタレントの兄だからというだけで選ぶほど有権者は愚かではないと思っている」 一方の大泉は去年10月、後援会の発足にあわせて初めて記者会見して立候補を表明した。 大泉は北海道江別市出身。投票日には57歳になっている。工藤と同じ早稲田大学法学部の卒業で後輩にあたる。1995年に函館市役所に入り課長職や部長職を務めた。市内の出身ではないが、父親が隣接する七飯町で勤務していた。 弟には選挙への応援を頼む考えはないとしている。 (大泉潤) 「大泉洋のことを聞かれる、話題になることは増えましたね。非常に誇らしいですよ。お世辞もあるかもしれないけど、みんな褒めてくれる。僕も彼が好きだし、とてもうれしいですよね。純粋にそういう気持ちです。選挙に応援だとかいう話をしたことはないし、弟と自分の政治活動は言葉どおり本当に、別なものです。工藤市長については個人としての評価は控えますが、出された政策を読んでも、これまでを継続なさるということだと感じています」 かつての上司と部下 お互いに厳しい目 工藤が市長に就任した際に部下だったのが大泉だ。 同じ大学の学部を卒業した後輩で、秘書係長を務めたことがあった大泉を秘書課長に抜擢。その後も函館の主力産業をけん引する観光部長や、コロナ禍の保健福祉部長を任せ2人で市政の中核を担ってきた。 そんな2人の関係を「師弟関係のようなものだった」と話す人もいるが、当の本人はお互いをどう見ているのか。 選挙戦で争うことになったいま、工藤が大泉を見る目はこれまで以上にシビアだ。 工藤は、大泉を育てようという思いがあったが、実際に要職を任せてみるとその仕事ぶりは、度々、市長に伺いを立て判断能力に欠けていたと振り返る。 （工藤寿樹） 「市長候補になんて全く考えていなかった、私の後継としてはね、それは全くない。実際の選挙戦を前にして、今は本人の資質や政策に関係なく話題を呼んでいるというのが実態で、それ以上なんとも言いようがない」 大泉もまた、工藤と仕事をする中で、市長の後継者として市政を譲り受けようなどと考えたことはなかったと振り返る。 現市政の人口減少への危機感の欠如や、市民置き去りの市政運営を改革するために自ら立候補するという。 （大泉潤） 「不十分だったかもしれないけど、支えてきたという自負はあります。工藤市長は、辞める時が来ても誰かに譲ることはしないで新しい人同士が競えばいいと話していたし、僕は後継者だと感じたことはありません」 対照的な戦い方 組織と草の根 選挙戦に向けて、2人は対照的な展開を見せている。 工藤は、自民党から推薦を取り付けた。 後援会では支援者へのあいさつ回りを進めるとともに、パンフレットを投かんし、政策の浸透を図る。 1月の事務所開きには市の商工会議所会頭や建設業協会会長をはじめ、各種団体の代表者がスーツ姿で勢ぞろいした。 組織固めを重要視して、市長を3期務めた実績の強みを訴える。 工藤本人は「選挙の話はしないけれど」としたうえで、公務を最優先しながら市長として声がかかる会合やイベントに顔を出している。 大泉は、立憲民主党から支持を得た。 陣営幹部には、大学教授や若手経営者、福祉団体の代表がいて、草の根で幅広い層への支持を広げたい考えだ。 2月に行われた事務所開きには親子連れなど、老若男女、幅広い世代の姿があった。 本人も、町内会の集まりや学生が参加するイベントなど様々な場所へ足を運び、街頭演説も始めて政策を訴える。 大泉は「僕は無所属で市民党として、いろいろな人から多くの支持を得たい」と話す。 どうする函館 2人の政策は 工藤は「人口減少対策と経済回復」を強く打ち出している。 学童保育料の助成拡大や、学校給食の無償化へ向けて公費負担制度を導入するなど少子化対策に力を入れる。経済分野では、若者の雇用の受け皿となるIT関連企業やワーケーションの誘致、キングサーモンと昆布の完全養殖技術の確立を掲げた。このほか、観光客数については過去最大となる年間600万人を目指すとした。 大泉は「選ばれるまちになるため、都市のステータスを上げる」と何度も口にする。 子育てや教育といった未来への投資に力を入れるほか、函館を交通の要所として発展させること。経済や雇用の部分では、地域内経済の循環が必要だとして、公共事業の発注を地元優先にすることや、再生可能エネルギーで電力の地産地消を推進することを掲げている。 函館市長選挙は、統一地方選挙後半戦、4月16日に告示され、23日に投票が行われる。 100万ドルの夜景の輝きが照らし出すのは、どちらが描く未来なのか。 (文中敬称略) #「統一地方選挙」 をNHK政治マガジン記事で深掘り 函館局記者 毛利 春香 2018年入局。初任地は秋田局。人生初の北海道で函館市政を中心に取材。
1,https://www3.nhk.or.jp/news/html/20250214/k10014721111000.html,超インフレ克服法?アルゼンチンの“荒技”とは【経済コラム】,business,2025-02-14 00:00:00 +0900,物価が3.9倍に！超インフレ アルゼンチンの首都ブエノスアイレス 物価上昇率が289.4％。 アルゼンチンの2024年4月のデータです。 前の年に比べて物価が3.9倍になるとはどんな暮らしなのか。 私はアルゼンチンの超インフレを取材するため、現地に行きました。 サンパウロ支局長 吉永智哉 アルゼンチンの国民的食べ物と言えば、エンパナーダ。 肉や野菜などさまざまな具が入ったパンです。 いろいろ食べ比べをしましたが、たまねぎ・チーズ入りが濃厚な味わいで絶品でした。 取材した首都ブエノスアイレス中心部の店では、2年前の2023年1月の価格が1個130ペソでしたが、2024年1月には1個650ペソと実に5倍に値上げを余儀なくされたといいます。 インフレは落ち着く傾向か？ まだまだ物価は上昇していますが、最近は上昇率が鈍化傾向にあります。 この店の2025年1月のエンパナーダ価格は1個1000ペソと1年前の1.5倍に。 実際、消費者物価の上昇率はことし1月時点で84.5％となりました。 前の年と比べて1.8倍余り。 私たちの感覚ではまだとんでもないインフレですが、ピーク時に比べると鈍化してきていることはグラフを見てもよく分かります。 インフレ抑制の秘策1ー通貨ペソの切り下げ なぜ超インフレは「ピークアウト」したのか。 そこにはミレイ大統領の大胆な政策の数々が影響していました。 その1つが通貨ペソの切り下げです。 大規模改革を発表するミレイ大統領 2023年12月 ミレイ政権は就任直後の2023年12月、ペソを対ドルで50％余り切り下げると発表しました。 切り下げ前は公定為替レートは1ドル＝およそ391ペソでしたが、これを1ドル＝800ペソとしたのです。 通貨の切り下げは通貨の価値を下げることを意味し、普通に考えると通貨安＝インフレ悪化となりそうなものです。 実際、インフレ率はこの政策を打ち出したあと、2024年4月まで上昇していきます。 実はこの政策のねらいは公定レートと非公式レートの隔たりを是正することにありました。 ブエノスアイレスの両替所 アルゼンチンでは、長い間、政府の信用がなく、通貨安が続き、それがインフレの要因の1つとなってきました。 政府は通貨安を防ごうとドルへの両替を制限してきましたが、地元の人々はペソで持っていても価値が目減りすると見切りをつけ、給料を受け取ると、非公式レートですぐにドルに両替する人が多かったのです。 ペソ売りドル買いが進むため、公定レートよりも大幅に安い非公式レートが存在し、その非公式レートが圧力となってさらに通貨安をもたらす悪循環に陥っていました。 経済のショック療法か？ 公定レートをあえて切り下げて、非公式レートに近づけたことで、人々のあいだでペソをドルに慌てて換えなくてもいいという安心感が広がったのでしょうか、2024年8月ごろから、非公式レートと、公定レートとの隔たりが縮まる傾向になり、インフレもじょじょに落ち着く傾向になっていきました。 通貨切り下げが発表されたとき、メディアでは「経済のショック療法」とも報じられました。 インフレ抑制の秘策2ー国家の縮小 大胆なもう1つの政策はチェーンソーとも呼ばれる「国家の縮小」政策です。 ミレイ氏も大統領を目指す選挙期間中、チェーンソーを振り回すパフォーマンスで政府のムダを削減し、小さな政府を目指すことを掲げてきました。 1年間で国家公務員など3万5000人以上を削減し、公共事業も見直し、財政支出を減らしました。 その結果、長年続いてきた財政赤字は縮小し、2024年に2010年以来初めてとなる財政黒字が実現できたのです。 国が小さければ自由が大きくなる 改革の司令塔ともいえる新たな省庁が「国家規制撤廃・変革省」です。 2024年7月に設けられました。 そのトップを務めるスツルツェネッガー・国家規制撤廃・変革相は、改革の意義を次のように強調します。 スツルツェネッガー 国家規制撤廃・変革相 「大きな政府は高い税金を課すことになります。それは、国民の収入が減り、ビジネスする人々の利益も減ることを意味します。私たちは「国家の縮小」を行い、それを『チェーンソー』と呼んでいます。国が小さければ、小さいほど人々の自由が大きくなり、より多くのことができるようになる。アルゼンチンが急速に回復している理由の一つだと思います。」 共感する人も登場 こうしたアルゼンチンの大胆な財政支出削減に共感する人も登場しています。 アメリカのDOGE＝「政府効率化省」を率いるイーロン・マスク氏です。 マスク氏は「アルゼンチンであなたが示している例は、世界のほかの国々にとって役立つモデルとなるだろう」とSNSでミレイ大統領が進める改革に賛辞を送っています。 実際、マスク氏はアメリカの政府支出の大幅な削減を掲げ、USAID＝アメリカ国際開発庁の廃止を訴えるなど、政府の縮小に向けて動き出しています。 改革の死角は？ 一方、改革にはデメリットも指摘されています。 2024年前半には、貧困に関する指標が悪化したほか、国内経済も減速しました。 「小さな政府」を目指す改革の今後を疑問視する専門家もいます。 国立科学技術研究評議会 フランシスコ・ロンガ研究員 「この経済改革によって国が将来どのように発展するかについては多くの疑問がある。インフレ率が再び上昇すれば、今の政権を支持している人たちが離れる可能性がある」 日本もインフレ議論… かつて中央銀行の総裁も務めたスツルツェネッガー氏は「長くインフレのなかった国から来たあなたにはわからないかもしれないが、インフレとはある意味、お金に対する税金です。資産の多くが現金という貧しい人にこそ影響が大きい」とインフレ対策の必要性を強調していました。 日本でも物価上昇が続き、この状態をインフレと呼ぶのか、呼ばないのかで議論になっています。 日銀の植田総裁が国会審議で「現在がデフレでなく、インフレの状態にあるという認識に変わりはない」とした一方、石破総理大臣は「デフレ脱却はできていない。今、インフレと決めつけることはしない」と述べました。 これに関連して赤澤経済再生担当大臣が「経済学的に言えば、インフレの状態というのはそのとおり」と発言し、外国為替市場では一時、円高が進みました。 物価上昇に苦しむ消費者にとって、当局がどんな対応を取るのかは大きな関心事です。 アルゼンチンの「荒技」はそのまま日本には適用できませんが、政府のムダな支出を大胆に減らし、財政黒字を実現できたことは見習うべき点かもしれません。 アルゼンチンの商店主のひとりは、インフレの沈静化でようやく「割引セール」を計画できるようになったと感慨深げに話していました。 超インフレに疲れ切ったアルゼンチンの人たちに安定した経済は訪れるのか。 現地を訪れ、通貨と政府に対する信用がいかに大事であるかということを痛感しました。 日本では、先月・1月の消費者物価指数の発表があります。 12月の指数は、生鮮食品を除いた指数が、前の年の同じ月より、3.0％上昇と上昇率が拡大していて、この傾向が続くのかが、ポイントです。 （2月10日 国際報道2025で放送）
2,https://www3.nhk.or.jp/news/html/20250221/k10014729111000.html,牛肉価格に異変です！【経済コラム】,business,2025-02-21 00:00:00 +0900,焼き肉店が… 民間の調査会社「帝国データバンク」が毎月まとめている倒産集計。 倒産の件数だけではなくさまざまな切り口で分析した調査・レポートも出ていますが、この中に「焼き肉店」の動向を取り上げた調査がありました。 焼き肉店の倒産は2019年の年間26件というのがそれまでの最多件数でした。2024年は9か月間の集計にもかかわらずその件数を超えています。さらに調査の対象は「1000万円以上の負債を抱えて法的整理の手続きをとった件数」なので、個人営業など小規模な店舗も含めると件数はさらに増えている可能性があるということです。 焼き肉店の経営を苦しめている原因の1つは食肉、とりわけ輸入牛肉の価格上昇です。 帝国データバンクも、焼き肉店の倒産が増えている背景として「物価上昇に伴う節約志向」と「輸入牛肉の価格高騰」を挙げています。 牛肉、高いなぁ スーパーなどで「牛肉、高いなぁ」と感じる人も多いのではないでしょうか。 都内のスーパーをのぞいてみるとアメリカ産カルビは100グラム399円。 これに対して国産の豚肉ロース、豚バラはそれぞれ299円と259円。 牛肉を買うかどうかしゅん巡する人は私だけではない気もします。 データにも表れています。 これを見ると輸入牛肉の価格は5年間でほぼ1.5倍。 豚や鶏は国産、輸入にかかわらず1.1～1.2倍。 輸入牛肉の上昇が際立っています。 国産価格＜輸入価格に かつては「輸入牛肉＝手ごろな価格」という印象もありましたが、最近は『逆転現象』が起きているようです。 食肉はブランドや部位によって価格が異なります。 そこでブランド牛ではなく「国産牛」といった表示でよくスーパーなどで販売されているもので比較してみました。 農畜産業振興機構が業者から聞き取るなどしてまとめた「牛部分肉の仲間相場（卸売価格）」では、和牛や交雑牛よりも安価な「乳用肥育おす牛 ともばら」は1キロあたり1200円台。 これに対して同じ部位のアメリカ産の「ショートプレート」は1300円台です。 去年4月時点の価格ですが、比較的価格が手ごろな国産の牛肉と比べると輸入牛肉の方が高いという時期があるようです。 円安だけじゃない 輸入牛肉が高いのは円安のためだろう…。 たしかに円安も要因ですがそれだけではありません。 牛自体の価格も上昇しています。 世界最大の先物取引所であるシカゴ・マーカンタイル取引所には、「生牛先物」が取り引きされています。 生牛先物は生きた牛ですので、厳密には牛肉とは違うものの、世界で牛肉の取り引きをする人は常に注目している指標が「生牛先物」の価格なのだそうです。 この先物価格の推移を見てみると、2020年から上昇が続いています。 2020年4月は80.300セント/ポンドだったのが、ことし1月28日には207.275セント/ポンドをつけて史上最高値を更新しました。 実に約2.5倍です。 全国食肉学校によるとアメリカで出荷される牛の重さの平均は1320ポンド程度。 キロにするとおよそ600キロになります（1ポンド＝0.456キロ）。 出荷されるアメリカ産牛肉 先物価格をもとに牛1頭あたりの価格を計算してみると、 2020年4月＝11万4000円（当時の為替レート:1ドル＝108円） 2025年1月＝42万2000円（1月の為替レート:1ドル＝155円） 円安もあいまって価格は3.6倍に跳ね上がっています。 専門家は円安以外に「コロナ前後の需給バランス急変」「干ばつで餌代高騰」「検疫問題」「トランプ関税」「輸送コスト増」などさまざまな要因が複合的に重なっていると指摘します。 マーケット・リスク・アドバイザリーの檜垣元一郎フェロー 「アメリカではコロナ禍以降、需要が減ったことから飼育数を減らしたほか、干ばつや餌代の高騰を背景に価格は上昇基調となった。ことしに入ってから価格がさらに上昇した背景には、アメリカがメキシコから輸入している生牛について、検疫の問題で一時輸入が止まったほか、アメリカがメキシコに対して関税をかけるという方針が出たことを受けて価格が急上昇した。その後メキシコからの輸入が再開されたほか、関税の対象となるのが延期されたため価格の上昇は止まっている。日本が輸入する牛肉価格の上昇が続く背景は、為替が円安に進んでいることや輸送コストが上昇していることが大きい」 国産の牛肉価格の動向は？ 焼き肉店の倒産増加の要因とも指摘されている輸入牛肉の価格上昇。 では国産はどうなっているでしょうか。 さきほど紹介した消費者物価指数（東京都区部）をみると2020年と比べて指数は1.1倍。 約10％の上昇ですが、より詳しく調べてみると対照的な状況も見えてきました。 それは和牛です。 和牛の価格は、逆に「下落」しているのです。 これは日本食肉市場卸売協会が公表している牛枝肉の価格データです。 代表的なA5ランクの和牛枝肉の卸売価格（東京市場）をみてみると、最近3年間で価格がじわりと下落しているのがわかります。 もちろん価格そのものは高い水準にありますが、子牛の取り引きでも同じ傾向となっていて、最も取り引きの多い黒毛和種の子牛の取り引き価格はコロナ前の2019年1月時点では雄雌の平均価格が1頭あたり77万円だったものが、去年12月時点では56万円まで下がっています（農畜産業振興機構調べ）。 子牛の競りの様子 赤身を好む消費者が増えているという「志向の変化」が背景となっているものの、市場動向に詳しい専門家に話を聞くと、身近な食料品の価格上昇が続く中で「和牛にはなかなか手が出ない」と感じる消費者が増え、生活防衛意識の広がりが需要の減少をもたらしているのではないかと指摘していました。 さらにこれまで高値で取り引きされていたために生産を拡大した畜産農家も多かったとみられ、需給バランスが崩れていることが価格の下落に拍車をかけているといいます。 焼き肉店の倒産増加、輸入牛肉の価格上昇、そして対照的な和牛の価格下落。 牛肉をめぐる状況を見ていくと、「牛肉、高いなぁ」という消費者の節約志向が共通する背景として浮かび上がってきます。 需要減が招く厳しい現実 今月の国会で、日銀の植田総裁は食料品の価格上昇が「国民に大幅なマイナスの影響を与えていると深く認識している」と発言。 今後の金融政策の運営にあたって生鮮食品を含む食料品の価格の上昇についても考慮する考えを示しました。 最近、賃上げの動きも増えてきましたが、物価高の体感に打ち勝つことはできるのでしょうか。 もしかすると牛肉の動向からそれが見えてくるかもしれません。 注目予定
